Msg ID;Time Stamp; PTU VAR 1 ; PTU VAR 2 ; PTU VAR 3 ; PTU VAR 4 ; PTU VAR 5 ; PTU VAR 6 ; PTU VAR 7 ; PTU VAR 8 ; PTU VAR 9 ; PTU VAR 10 ; PTU VAR 11 ; PTU VAR 12 ; PTU VAR 13 ; PTU VAR 14 ; PTU VAR 15 ; PTU VAR 16 ; PTU VAR 17 ; PTU VAR 18 ; PTU VAR 19 ; PTU VAR 20 ; PTU VAR 21 ; PTU VAR 22 ; PTU VAR 23 ; PTU VAR 24 ; PTU VAR 25 ; PTU VAR 26 ; PTU VAR 27 ; PTU VAR 28 ; PTU VAR 29 ; PTU VAR 30 ; PTU VAR 31 ; PTU VAR 32 ; PTU VAR 33 ; PTU VAR 34 ; PTU VAR 35 ; PTU VAR 36 ; PTU VAR 37 ; PTU VAR 38 ; PTU VAR 39 ; PTU VAR 40 ; PTU VAR 41 ; PTU VAR 42 ; PTU VAR 43 ; PTU VAR 44 ; PTU VAR 45 ; PTU VAR 46 ; PTU VAR 47 ; PTU VAR 48 ; PTU VAR 49 ; PTU VAR 50 ; PTU VAR 51 ; PTU VAR 52 ; PTU VAR 53 ; PTU VAR 54 ; PTU VAR 55 ; PTU VAR 56 ; PTU VAR 57 ; PTU VAR 58 ; PTU VAR 59 ; PTU VAR 60 ; PTU VAR 61 ; PTU VAR 62 ; PTU VAR 63 ; PTU VAR 64 ; PTU VAR 65 ; PTU VAR 66 ; PTU VAR 67 ; PTU VAR 68 ; PTU VAR 69 ; PTU VAR 70 ; PTU VAR 71 ; PTU VAR 72 ; PTU VAR 73 ; PTU VAR 74 ; PTU VAR 75 ; PTU VAR 76 ; PTU VAR 77 ; PTU VAR 78 ; PTU VAR 79 ; PTU VAR 80 
;;Distance To Station                     ;Actual Acceleration                     ;Command Acceleration                    ;Actual Speed                            ;Command Speed                           ;Tractive Effort Request                 ;RATO Database: PM Accel Rate            ;RATO Database: PM Cruise Speed          ;RATO Database: PM Decel Rate            ;RATO Database: PM Coast Level           ;Command State                           ;PI-Speed Error                          ;Station Target Speed                    ;Reference Velocity                      ;Target Acceleration                     ;SSP - Safe_Speed                        ;SSP - Warning Speed                     ;Operating Mode                          ;Next Platform ID                        ;Head VO Packed                          ;Head Footprint Packed                   ;Remote Head FP Packed                   ;Tail Footprint Packed                   ;Tail VO Packed                          ;Remote Tail FP Packed                   ;Controlling ATC                         ;VATC Craddle Index                      ;Train Operator Mode Selection           ;PM Cruise Speed                         ;Distance To Station MET                 ;Occupied Berths                         ;Debug  0                                ;Debug  1                                ;Debug  2                                ;Debug  3                                ;Debug  4                                ;Debug  5                                ;Debug  6                                ;Debug  7                                ;Debug  8                                ;Debug 9                                 ;Debug 10                                ;Debug 11                                ;Debug 12                                ;Debug 13                                ;Debug 14                                ;Debug 15                                ;Debug 16                                ;Debug 17                                ;Debug 18                                ;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;Debug 19                                ;Change Speed Acceleration               ;Flarein Acceleration                    ;---;---;---;---;---;---;---;---;---;---;---;---
1420;13 Nov 2018 12:21:44:0758;8.9;-1.201;-1.1;3.3;3.08;-5828;100;60;100;0;STN_STOPPING;-0.22;3.12;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240457.8;0;10240032.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1421;13 Nov 2018 12:21:44:0818;8.3;-1.1;-1.07;3.19;2.96;-5698;100;60;100;0;STN_STOPPING;-0.23;2.99;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240458.3;0;10240033.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1422;13 Nov 2018 12:21:44:0888;8;-1.1;-1.06;3.08;2.83;-5723;100;60;100;0;STN_STOPPING;-0.24;2.87;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240458.6;0;10240033.6;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1423;13 Nov 2018 12:21:44:0938;8;-1.1;-1.06;3.08;2.83;-5723;100;60;100;0;STN_STOPPING;-0.24;2.87;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240458.6;0;10240033.6;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1424;13 Nov 2018 12:21:45:0008;7.6;-1.1;-1.04;3;2.83;-5099;100;60;100;0;STN_STOPPING;-0.17;2.87;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240459.1;0;10240033.9;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1425;13 Nov 2018 12:21:45:0068;7.2;-1.05;-1.02;2.89;2.7;-5085;100;60;100;0;STN_STOPPING;-0.18;2.74;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240459.5;0;10240034.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1426;13 Nov 2018 12:21:45:0148;6.9;-1.1;-1;2.81;2.57;-5322;100;60;100;0;STN_STOPPING;-0.24;2.61;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240459.9;0;10240034.7;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1427;13 Nov 2018 12:21:45:0208;6.9;-1.1;-1;2.81;2.57;-5322;100;60;100;0;STN_STOPPING;-0.24;2.61;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240459.9;0;10240034.7;10240000;0;VERDADERO;VATC_B;NO REQ;60;2.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1428;13 Nov 2018 12:21:45:0268;6.5;-1.1;-0.98;2.7;2.44;-5332;100;60;100;0;STN_STOPPING;-0.26;2.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240460.3;0;10240035.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1429;13 Nov 2018 12:21:45:0338;6.1;-1;-0.96;2.59;2.44;-4469;100;60;100;0;STN_STOPPING;-0.15;2.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240460.6;0;10240035.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1430;13 Nov 2018 12:21:45:0398;6.1;-1;-0.96;2.59;2.44;-4469;100;60;100;0;STN_STOPPING;-0.15;2.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240460.6;0;10240035.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1431;13 Nov 2018 12:21:45:0458;5.8;-1;-0.95;2.55;2.3;-5090;100;60;100;0;STN_STOPPING;-0.25;2.33;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240461;0;10240035.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1432;13 Nov 2018 12:21:45:0528;5.5;-1.001;-0.93;2.44;2.16;-5160;100;60;100;0;STN_STOPPING;-0.28;2.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240461.3;0;10240036.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1433;13 Nov 2018 12:21:45:0578;5.5;-1.001;-0.93;2.44;2.16;-5160;100;60;100;0;STN_STOPPING;-0.28;2.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240461.3;0;10240036.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1434;13 Nov 2018 12:21:45:0648;5.1;-0.95;-0.91;2.36;2.16;-4543;100;60;100;0;STN_STOPPING;-0.2;2.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240461.7;0;10240036.5;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1956;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1435;13 Nov 2018 12:21:45:0718;4.8;-0.95;-0.89;2.29;2.01;-4896;100;60;100;0;STN_STOPPING;-0.28;2.04;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240462;0;10240036.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1436;13 Nov 2018 12:21:45:0818;4.5;-0.9;-0.87;2.18;1.86;-5049;100;60;100;0;STN_STOPPING;-0.32;1.89;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240462.3;0;10240037.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1437;13 Nov 2018 12:21:45:0898;4.2;-0.95;-0.85;2.14;1.86;-4677;100;60;100;0;STN_STOPPING;-0.28;1.89;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240462.7;0;10240037.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1438;13 Nov 2018 12:21:45:0968;4.1;-0.9;-0.84;2.06;1.86;-4131;100;60;100;0;STN_STOPPING;-0.2;1.89;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240462.8;0;10240037.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1439;13 Nov 2018 12:21:46:0038;4.1;-0.9;-0.84;2.06;1.86;-4131;100;60;100;0;STN_STOPPING;-0.2;1.89;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240462.8;0;10240037.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1440;13 Nov 2018 12:21:46:0098;3.7;-0.95;-0.81;1.95;1.7;-4265;100;60;100;0;STN_STOPPING;-0.25;1.72;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240463.2;0;10240037.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;1.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1441;13 Nov 2018 12:21:46:0188;3.5;-0.85;-0.8;1.88;1.53;-4824;100;60;100;0;STN_STOPPING;-0.34;1.56;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240463.5;0;10240038.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1442;13 Nov 2018 12:21:46:0268;3.2;-0.9;-0.78;1.8;1.53;-4218;100;60;100;0;STN_STOPPING;-0.27;1.56;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240463.7;0;10240038.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1443;13 Nov 2018 12:21:46:0328;3.2;-0.9;-0.78;1.8;1.53;-4218;100;60;100;0;STN_STOPPING;-0.27;1.56;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240463.7;0;10240038.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1444;13 Nov 2018 12:21:46:0388;3;-0.9;-0.76;1.69;1.35;-4378;100;60;100;0;STN_STOPPING;-0.33;1.38;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240463.9;0;10240038.5;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1445;13 Nov 2018 12:21:46:0458;2.8;-0.8;-0.74;1.65;1.35;-4156;100;60;100;0;STN_STOPPING;-0.3;1.38;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.2;0;10240038.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1446;13 Nov 2018 12:21:46:0518;2.8;-0.8;-0.74;1.65;1.35;-4156;100;60;100;0;STN_STOPPING;-0.3;1.38;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.2;0;10240038.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1447;13 Nov 2018 12:21:46:0578;2.5;-0.9;-0.72;1.5;1.16;-4300;100;60;100;0;STN_STOPPING;-0.34;1.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.4;0;10240039;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1448;13 Nov 2018 12:21:46:0638;2.3;-0.8;-0.7;1.5;1.16;-4189;100;60;100;0;STN_STOPPING;-0.34;1.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.6;0;10240039.2;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1449;13 Nov 2018 12:21:46:0708;2.3;-0.8;-0.7;1.5;1.16;-4189;100;60;100;0;STN_STOPPING;-0.34;1.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.6;0;10240039.2;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1450;13 Nov 2018 12:21:46:0768;2.2;-0.85;-0.68;1.43;1.17;-3576;100;60;100;0;STN_STOPPING;-0.26;1.19;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240464.8;0;10240039.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1960;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1451;13 Nov 2018 12:21:46:0848;2;-0.8;-0.66;1.35;0.96;-4309;100;60;100;0;STN_STOPPING;-0.39;0.98;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465;0;10240039.6;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1452;13 Nov 2018 12:21:46:0908;2;-0.8;-0.66;1.35;0.96;-4309;100;60;100;0;STN_STOPPING;-0.39;0.98;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465;0;10240039.6;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1453;13 Nov 2018 12:21:46:0968;1.8;-0.75;-0.65;1.24;0.96;-3545;100;60;100;0;STN_STOPPING;-0.28;0.98;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.1;0;10240039.7;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1454;13 Nov 2018 12:21:47:0038;1.6;-0.8;-0.63;1.2;0.96;-3171;100;60;100;0;STN_STOPPING;-0.24;0.98;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.3;0;10240039.9;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1455;13 Nov 2018 12:21:47:0098;1.6;-0.8;-0.63;1.2;0.96;-3171;100;60;100;0;STN_STOPPING;-0.24;0.98;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.3;0;10240039.9;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1456;13 Nov 2018 12:21:47:0158;1.4;-0.801;-0.6;1.12;0.73;-4019;100;60;100;0;STN_STOPPING;-0.4;0.75;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.5;0;10240040.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1457;13 Nov 2018 12:21:47:0238;1.3;-0.75;-0.58;1.05;0.73;-3418;100;60;100;0;STN_STOPPING;-0.32;0.75;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.7;0;10240040.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1458;13 Nov 2018 12:21:47:0298;1.3;-0.75;-0.58;1.05;0.73;-3418;100;60;100;0;STN_STOPPING;-0.32;0.75;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.7;0;10240040.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1459;13 Nov 2018 12:21:47:0358;1.2;-0.701;-0.56;1.01;0.73;-3055;100;60;100;0;STN_STOPPING;-0.28;0.75;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240465.9;0;10240040.3;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1460;13 Nov 2018 12:21:47:0418;1;-0.65;-0.55;0.94;0.45;-3532;100;60;100;0;STN_STOPPING;-0.48;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466;0;10240040.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1461;13 Nov 2018 12:21:47:0488;1;-0.65;-0.55;0.94;0.45;-3532;100;60;100;0;STN_STOPPING;-0.48;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466;0;10240040.4;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1462;13 Nov 2018 12:21:47:0548;0.9;-0.7;-0.53;0.82;0.45;-4330;100;60;100;0;STN_STOPPING;-0.37;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.1;0;10240040.5;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1463;13 Nov 2018 12:21:47:0608;0.8;-0.65;-0.51;0.82;0.45;-4330;100;60;100;0;STN_STOPPING;-0.37;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.3;0;10240040.7;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1464;13 Nov 2018 12:21:47:0668;0.8;-0.65;-0.51;0.82;0.45;-4330;100;60;100;0;STN_STOPPING;-0.37;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.3;0;10240040.7;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1465;13 Nov 2018 12:21:47:0738;0.7;-0.649;-0.49;0.75;0.46;-4330;100;60;100;0;STN_STOPPING;-0.29;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.4;0;10240040.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1466;13 Nov 2018 12:21:47:0798;0.6;-0.6;-0.48;0.71;0.46;-4330;100;60;100;0;STN_STOPPING;-0.26;0.47;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.4;0;10240040.8;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1964;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1467;13 Nov 2018 12:21:47:0898;0.5;-0.649;-0.45;0.6;0;-4798;100;60;100;0;NO_MOTION;-0.6;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.5;0;10240040.9;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1468;13 Nov 2018 12:21:47:0948;0.5;-0.649;-0.45;0.6;0;-4798;100;60;100;0;NO_MOTION;-0.6;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.5;0;10240040.9;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1469;13 Nov 2018 12:21:48:0018;0.5;-0.7;-0.44;0.52;0;-5734;100;60;100;0;NO_MOTION;-0.52;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.6;0;10240041;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1470;13 Nov 2018 12:21:48:0078;0.4;-0.75;-0.42;0.49;0;-7138;100;60;100;0;NO_MOTION;-0.49;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.7;0;10240041.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1471;13 Nov 2018 12:21:48:0168;0.4;-0.8;-0.4;0.34;0;-9010;100;60;100;0;NO_MOTION;-0.34;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.7;0;10240041.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1472;13 Nov 2018 12:21:48:0238;0.4;-0.8;-0.4;0.34;0;-9010;100;60;100;0;NO_MOTION;-0.34;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.7;0;10240041.1;10240000;0;VERDADERO;VATC_B;NO REQ;60;0.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
1473;13 Nov 2018 12:21:48:0298;0.3;-0.8;-0.38;0.26;0;-10414;100;60;100;0;NO_MOTION;-0.26;0;28.58;0;30.45;28.58;UTO_MODE;81;10352517.9;10240466.8;0;10240041.2;10240000;0;VERDADERO;VATC_B;NO REQ;60;0;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1968;;;;;;;;;;;;;;;;0;2.24;-1.9;;;;;;;;;;;;
